trial_id,frame_id,event_type,unix_time,unity_time,object_label,expected_class_id,expected_class_name,yolo_available,detected_class_id,detected_class_name,confidence,class_match,roi_source,anchor_label,n_raw,n_filtered,voxel_size_m,pose_mode,shape,stability,center_cam_x,center_cam_y,center_cam_z,center_world_x,center_world_y,center_world_z,right_x,right_y,right_z,up_x,up_y,up_z,fwd_x,fwd_y,fwd_z,extent_x,extent_y,extent_z,geo_conf,orient_conf,track_conf,overall_conf,t_detect_ms,t_cloud_ms,t_pose_ms,t_export_ms,t_e2e_ms,replacement_enabled,model_name,ply_path,success,fail_reason
cup_20260821_130837,11,realtime,1787288921.836,38.540,cup,41,cup,1,41,cup,0.835,1,YOLO ROI,mask center flat,1734,358,0.0100,SurfaceObject,Elongated,Stable,0.0130,0.0478,0.8214,0.0334,-0.1727,0.7171,-1.0000,0.0022,0.0000,0.0022,0.9643,-0.2649,-0.0006,-0.2649,-0.9643,0.3349,0.1814,0.1119,1.000,1.000,0.716,0.872,11.23,6.75,0.18,0.00,7.18,1,酒 (scene),,1,
cup_20260821_130837,12,realtime,1787288922.331,39.040,cup,41,cup,1,41,cup,0.808,1,YOLO ROI,mask center flat,1945,401,0.0100,SurfaceObject,Elongated,Stable,0.0151,0.0689,0.8719,0.0368,-0.1726,0.7707,-1.0000,0.0038,0.0000,0.0036,0.9627,-0.2707,-0.0010,-0.2707,-0.9627,0.3432,0.2003,0.0952,1.000,1.000,0.778,0.900,8.90,5.62,0.26,0.00,6.06,1,酒 (scene),,1,
cup_20260821_130837,13,capture,1787288922.600,39.307,cup,41,cup,1,41,cup,0.808,1,YOLO ROI,mask center flat,1988,415,0.0100,SurfaceObject,Elongated,Stable,0.0150,0.0663,0.8554,0.0352,-0.1727,0.7546,-1.0000,0.0057,0.0000,0.0055,0.9620,-0.2731,-0.0015,-0.2731,-0.9620,0.3329,0.1901,0.0908,1.000,1.000,0.878,0.945,8.90,0.00,0.00,11.44,17.10,1,酒 (scene),/var/mobile/Containers/Data/Application/3E0B7BD6-BD3D-428C-B868-39476BCA6048/Documents/PointCloud/pointcloud_20260821_130842.ply,1,
cup_20260821_130837,14,realtime,1787288922.841,39.540,cup,41,cup,1,41,cup,0.825,1,YOLO ROI,mask center flat,1961,409,0.0100,SurfaceObject,Elongated,Stable,0.0156,0.0695,0.8673,0.0368,-0.1726,0.7668,-1.0000,0.0071,0.0000,0.0068,0.9618,-0.2738,-0.0019,-0.2738,-0.9618,0.3351,0.1998,0.0927,1.000,1.000,0.900,0.955,17.31,5.34,0.24,0.00,5.74,1,酒 (scene),,1,
cup_20260821_130837,15,realtime,1787288923.334,40.040,cup,41,cup,1,41,cup,0.794,1,YOLO ROI,mask center flat,2020,431,0.0100,SurfaceObject,Elongated,Stable,0.0156,0.0681,0.8654,0.0371,-0.1725,0.7644,-1.0000,0.0074,0.0000,0.0071,0.9621,-0.2728,-0.0020,-0.2727,-0.9621,0.3379,0.1892,0.0923,1.000,1.000,0.959,0.981,11.14,5.28,0.17,0.00,5.54,1,酒 (scene),,1,
cup_20260821_130837,16,realtime,1787288923.835,40.540,cup,41,cup,1,41,cup,0.818,1,YOLO ROI,mask center flat,1921,398,0.0100,SurfaceObject,Elongated,Stable,0.0155,0.0681,0.8638,0.0364,-0.1726,0.7629,-1.0000,0.0072,0.0000,0.0069,0.9619,-0.2735,-0.0020,-0.2735,-0.9619,0.3262,0.1991,0.0883,1.000,1.000,0.933,0.970,11.57,6.42,0.17,0.00,6.81,1,酒 (scene),,1,
cup_20260821_130837,17,capture,1787288924.203,40.907,cup,41,cup,1,41,cup,0.818,1,YOLO ROI,mask center flat,1908,387,0.0100,SurfaceObject,Elongated,Stable,0.0153,0.0664,0.8579,0.0361,-0.1724,0.7570,-1.0000,0.0083,0.0000,0.0080,0.9619,-0.2734,-0.0023,-0.2734,-0.9619,0.3292,0.2022,0.0941,1.000,1.000,0.961,0.983,11.57,0.00,0.00,10.93,18.56,1,酒 (scene),/var/mobile/Containers/Data/Application/3E0B7BD6-BD3D-428C-B868-39476BCA6048/Documents/PointCloud/pointcloud_20260821_130844.ply,1,
cup_20260821_130837,18,realtime,1787288924.333,41.040,cup,41,cup,1,41,cup,0.817,1,YOLO ROI,mask center flat,2016,429,0.0100,SurfaceObject,Elongated,Stable,0.0158,0.0673,0.8601,0.0365,-0.1724,0.7593,-1.0000,0.0071,0.0000,0.0069,0.9619,-0.2734,-0.0020,-0.2734,-0.9619,0.3374,0.1882,0.0943,1.000,1.000,0.980,0.991,10.85,5.88,0.23,0.00,6.25,1,酒 (scene),,1,
cup_20260821_130837,19,realtime,1787288924.842,41.540,cup,41,cup,1,41,cup,0.818,1,YOLO ROI,mask center flat,1975,413,0.0100,SurfaceObject,Elongated,Stable,0.0157,0.0675,0.8598,0.0365,-0.1723,0.7590,-1.0000,0.0085,0.0000,0.0082,0.9617,-0.2739,-0.0023,-0.2739,-0.9617,0.3301,0.1933,0.0886,1.000,1.000,0.987,0.994,18.66,5.19,0.17,0.00,5.69,1,酒 (scene),,1,
cup_20260821_130837,20,realtime,1787288925.334,42.040,cup,41,cup,1,41,cup,0.792,1,YOLO ROI,mask center flat,1965,405,0.0100,SurfaceObject,Elongated,Stable,0.0165,0.0682,0.8618,0.0360,-0.1723,0.7612,-1.0000,0.0074,0.0000,0.0071,0.9618,-0.2738,-0.0020,-0.2737,-0.9618,0.3425,0.2045,0.0931,1.000,1.000,0.947,0.976,11.01,5.21,0.17,0.00,5.49,1,酒 (scene),,1,
cup_20260821_130837,21,capture,1787288925.417,42.126,cup,41,cup,1,41,cup,0.792,1,YOLO ROI,mask center flat,2000,408,0.0100,SurfaceObject,Elongated,Stable,0.0157,0.0662,0.8497,0.0367,-0.1724,0.7489,-1.0000,0.0083,0.0000,0.0080,0.9614,-0.2752,-0.0023,-0.2752,-0.9614,0.3415,0.1954,0.0926,1.000,1.000,0.954,0.979,11.01,0.00,0.00,10.08,15.38,1,酒 (scene),/var/mobile/Containers/Data/Application/3E0B7BD6-BD3D-428C-B868-39476BCA6048/Documents/PointCloud/pointcloud_20260821_130845.ply,1,
cup_20260821_130837,22,realtime,1787288925.852,42.557,cup,41,cup,1,41,cup,0.824,1,YOLO ROI,mask center flat,1826,369,0.0100,SurfaceObject,Elongated,Stable,0.0140,0.0644,0.8473,0.0358,-0.1726,0.7456,-1.0000,0.0071,0.0000,0.0068,0.9617,-0.2740,-0.0019,-0.2740,-0.9617,0.3295,0.1930,0.0939,1.000,1.000,0.949,0.977,10.66,5.44,0.17,0.00,5.85,1,酒 (scene),,1,
cup_20260821_130837,23,realtime,1787288926.357,43.057,cup,41,cup,1,41,cup,0.821,1,YOLO ROI,mask center flat,1912,390,0.0100,SurfaceObject,Elongated,Stable,0.0146,0.0695,0.8678,0.0368,-0.1726,0.7665,-1.0000,0.0068,0.0000,0.0065,0.9620,-0.2731,-0.0018,-0.2731,-0.9620,0.3339,0.2032,0.0943,1.000,1.000,0.964,0.984,17.41,5.54,0.17,0.00,5.85,1,酒 (scene),,1,
cup_20260821_130837,24,capture,1787288926.617,43.324,cup,41,cup,1,41,cup,0.821,1,YOLO ROI,mask center flat,1932,398,0.0100,SurfaceObject,Elongated,Stable,0.0140,0.0678,0.8613,0.0364,-0.1729,0.7599,-1.0000,0.0072,0.0000,0.0069,0.9618,-0.2735,-0.0020,-0.2735,-0.9619,0.3282,0.1916,0.0944,1.000,1.000,0.949,0.977,17.41,0.00,0.00,10.25,15.30,1,酒 (scene),/var/mobile/Containers/Data/Application/3E0B7BD6-BD3D-428C-B868-39476BCA6048/Documents/PointCloud/pointcloud_20260821_130846.ply,1,
cup_20260821_130837,25,realtime,1787288926.873,43.574,cup,41,cup,1,41,cup,0.839,1,YOLO ROI,mask center flat,1984,416,0.0100,SurfaceObject,Elongated,Stable,0.0141,0.0688,0.8667,0.0375,-0.1729,0.7652,-1.0000,0.0074,0.0000,0.0071,0.9619,-0.2734,-0.0020,-0.2734,-0.9619,0.3244,0.1859,0.0946,1.000,1.000,0.917,0.962,15.60,6.18,0.37,0.00,6.67,1,酒 (scene),,1,
cup_20260821_130837,26,realtime,1787288927.392,44.090,cup,41,cup,1,41,cup,0.809,1,YOLO ROI,mask center flat,1949,413,0.0100,SurfaceObject,Elongated,Stable,0.0133,0.0621,0.8482,0.0374,-0.1731,0.7454,-0.9999,0.0110,0.0000,0.0106,0.9619,-0.2732,-0.0030,-0.2732,-0.9620,0.3437,0.1954,0.0987,1.000,1.000,0.944,0.975,17.40,6.26,0.36,0.00,6.91,1,酒 (scene),,1,
cup_20260821_130837,27,realtime,1787288927.901,44.607,cup,41,cup,1,41,cup,0.801,1,YOLO ROI,mask center flat,1886,394,0.0100,SurfaceObject,Elongated,Stable,0.0141,0.0617,0.8614,0.0384,-0.1731,0.7583,-0.9999,0.0133,0.0000,0.0128,0.9627,-0.2703,-0.0036,-0.2703,-0.9628,0.3395,0.2043,0.0992,1.000,1.000,0.927,0.967,12.10,5.46,0.20,0.00,5.78,1,酒 (scene),,1,
cup_20260821_130837,28,realtime,1787288928.425,45.124,cup,41,cup,1,41,cup,0.826,1,YOLO ROI,mask center flat,1692,336,0.0100,SurfaceObject,Elongated,Stable,0.0149,0.0565,0.8476,0.0374,-0.1732,0.7438,-0.9999,0.0142,0.0000,0.0137,0.9628,-0.2697,-0.0038,-0.2697,-0.9629,0.3093,0.1724,0.0972,1.000,1.000,0.808,0.913,19.14,5.28,0.13,0.00,5.63,1,酒 (scene),,1,
